iid (0),id (1),gender (2),idg (3),condtn (4),wave (5),round (6),position (7),order (8),partner (9),pid (10),samerace (11),age_o (12),race_o (13),pf_o_att (14),pf_o_sin (15),pf_o_int (16),pf_o_fun (17),pf_o_amb (18),pf_o_sha (19),dec_o (20),attr_o (21),sinc_o (22),intel_o (23),fun_o (24),like_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,dec,match
14,4,1,8,1,1,10,6,4,4,4,1,23,2,20,20,20,20,10,10,1,8,10,7,10,8,23,1,2,1,1,2,4,1,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,1,1
14,4,1,8,1,1,10,4,2,5,5,1,21,2,20,5,25,25,10,15,1,8,5,5,7,8,23,1,2,1,1,2,4,1,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,1,1
15,5,1,10,1,1,10,7,7,1,1,0,21,4,15,20,20,15,15,15,1,5,6,7,7,6,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,1,1
15,5,1,10,1,1,10,10,10,8,8,0,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,6,8,8,5,6,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,1,1
15,5,1,10,1,1,10,1,1,9,9,0,26,6,20,10,20,30,10,10,1,5,10,8,8,5,24,1,3,3,1,1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,1,1
18,8,1,16,1,1,10,10,5,8,8,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,5,6,7,4,5,27,8,2,8,8,1,6,1,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,1,1
50,11,1,22,2,2,19,8,9,11,31,0,24,2,35,10,20,20,10,5,1,9,7,8,9,9,27,1,1,4,4,6,6,2,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,1,1
50,11,1,22,2,2,19,4,5,7,27,0,22,3,17,10,18,20,25,10,1,6,5,6,7,4,27,1,1,4,4,6,6,2,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,1,1
50,11,1,22,2,2,19,17,18,15,35,0,25,2,20,23,23,22,7,5,1,6,8,8,10,8,27,1,1,4,4,6,6,2,1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,1,1
51,12,1,24,2,2,19,6,17,16,36,1,26,2,20,25,20,15,15,5,1,5,2,6,2,5,23,1,2,5,10,1,5,3,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,1,1
71,6,1,12,1,3,10,4,1,2,57,1,22,2,10,20,20,20,15,15,1,10,9,9,8,8,21,1,2,6,7,5,6,2,14,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,1,1
71,6,1,12,1,3,10,9,6,6,61,1,28,2,15,15,20,15,15,20,1,6,9,8,8,6,21,1,2,6,7,5,6,2,14,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,1,1
95,2,1,4,2,4,18,18,6,18,93,1,29,2,14,20,18,24,18,6,1,7,8,7,7,8,26,8,2,7,5,1,5,2,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,1,1
97,4,1,8,2,4,18,10,10,2,77,1,22,2,15,20,20,20,15,10,1,6,5,6,7,6,29,10,2,4,1,2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,1,1
97,4,1,8,2,4,18,18,18,18,93,1,29,2,14,20,18,24,18,6,1,8,7,8,8,8,29,10,2,4,1,2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,1,1
97,4,1,8,2,4,18,7,7,11,86,1,22,2,15,20,20,20,5,20,1,7,7,7,7,7,29,10,2,4,1,2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,1,1
97,4,1,8,2,4,18,11,11,16,91,0,25,6,15,3,50,20,2,10,1,6,7,8,6,6,29,10,2,4,1,2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,1,1
97,4,1,8,2,4,18,17,17,17,92,1,29,2,10,20,20,20,20,10,1,10,10,10,8,9,29,10,2,4,1,2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,1,1
98,5,1,10,2,4,18,10,1,2,77,1,22,2,15,20,20,20,15,10,1,8,9,9,6,8,39,11,2,1,1,4,4,2,2,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,1,1
98,5,1,10,2,4,18,17,8,17,92,1,29,2,10,20,20,20,20,10,1,8,7,8,3,7,39,11,2,1,1,4,4,2,2,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,1,1
115,4,0,7,1,5,10,1,5,4,125,1,21,2,20,15,20,15,12,18,1,10,10,9,10,10,21,3,2,10,7,1,5,1,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1,3,1,1
115,4,0,7,1,5,10,1,6,7,128,1,21,2,40,15,10,20,10,5,1,9,7,6,10,8,21,3,2,10,7,1,5,1,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1,3,1,1
115,4,0,7,1,5,10,1,4,6,127,1,22,2,25,25,25,15,5,5,1,7,3,7,10,7,21,3,2,10,7,1,5,1,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1,3,1,1
127,6,1,12,1,5,10,6,9,1,112,0,20,6,15,15,20,25,10,15,1,10,6,7,8,8,22,5,2,1,1,6,5,1,6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,1,1
127,6,1,12,1,5,10,5,8,10,119,0,19,3,50,15,10,10,10,5,1,8,10,9,10,8,22,5,2,1,1,6,5,1,6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,1,1
127,6,1,12,1,5,10,8,1,5,116,1,21,2,15,15,25,25,20,0,1,8,6,6,7,7,22,5,2,1,1,6,5,1,6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,1,1
127,6,1,12,1,5,10,1,4,4,115,1,21,2,20,10,30,20,15,5,1,8,5,9,9,7,22,5,2,1,1,6,5,1,6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,1,1
150,9,0,17,2,7,16,8,13,8,165,1,30,2,16.67,12.5,20.83,18.75,12.5,18.75,1,8,10,9,8,8,31,7,2,3,3,4,5,2,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,1,1
150,9,0,17,2,7,16,8,15,10,167,1,23,2,18.6,13.95,18.6,16.28,16.28,16.28,1,7,5,6,7,6,31,7,2,3,3,4,5,2,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,1,1
186,3,1,6,1,8,10,5,2,8,181,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,1,8,8,9,7,7,24,5,4,4,3,1,7,3,2,5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3,7,1,1
186,3,1,6,1,8,10,7,4,3,176,1,28,4,13.04,21.74,19.57,17.39,15.22,13.04,1,7,8,7,6,7,24,5,4,4,3,1,7,3,2,5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3,7,1,1
186,3,1,6,1,8,10,8,5,5,178,1,35,4,15.22,17.39,17.39,17.39,15.22,17.39,1,5,7,7,5,6,24,5,4,4,3,1,7,3,2,5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3,7,1,1
221,8,1,16,2,9,20,10,4,19,212,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,7,7,8,7,7,27,8,4,6,1,2,6,3,7,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,6,1,1
221,8,1,16,2,9,20,19,13,6,199,0,30,2,17.5,17.5,20,12.5,20,12.5,1,5,10,9,6,8,27,8,4,6,1,2,6,3,7,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,6,1,1
221,8,1,16,2,9,20,16,10,13,206,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,8,7,8,6,7,27,8,4,6,1,2,6,3,7,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,6,1,1
221,8,1,16,2,9,20,13,7,12,205,0,23,2,15.38,17.31,19.23,19.23,11.54,17.31,1,8,8,8,8,7,27,8,4,6,1,2,6,3,7,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,6,1,1
221,8,1,16,2,9,20,2,16,1,194,0,24,2,16,16,20,16,18,14,1,8,10,10,8,8,27,8,4,6,1,2,6,3,7,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,6,1,1
258,7,0,13,2,11,21,5,4,4,276,0,26,2,24,16,28,14,8,10,1,6,10,9,8,7,25,9,6,1,10,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,1,1
258,7,0,13,2,11,21,5,5,5,277,0,25,2,60,20,0,20,0,0,1,8,7,8,8,8,25,9,6,1,10,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,1,1
258,7,0,13,2,11,21,5,6,20,292,0,28,1,20,18,20,17,10,15,1,7,9,8,9,9,25,9,6,1,10,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,1,1
258,7,0,13,2,11,21,5,10,12,284,0,27,2,25,20,25,20,10,0,1,7,7,7,9,8,25,9,6,1,10,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,1,1
258,7,0,13,2,11,21,5,8,10,282,0,23,1,25,15,20,20,10,10,1,8,8,8,8,8,25,9,6,1,10,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,1,1
258,7,0,13,2,11,21,5,7,11,283,0,27,4,50,10,10,10,10,10,1,10,9,9,9,10,25,9,6,1,10,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,1,1
258,7,0,13,2,11,21,5,11,8,280,0,25,2,25,20,30,15,5,5,1,8,8,8,9,9,25,9,6,1,10,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,1,1
268,17,0,33,2,11,21,9,4,7,279,0,25,2,27,15,28,10,10,10,1,8,9,9,8,8,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,1,1
268,17,0,33,2,11,21,9,1,1,273,0,29,2,30,25,18,18,4,5,1,10,9,9,6,10,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,1,1
268,17,0,33,2,11,21,9,10,20,292,0,28,1,20,18,20,17,10,15,1,8,10,7,7,7,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,1,1
268,17,0,33,2,11,21,9,7,18,290,0,34,2,30,10,30,10,5,15,1,9,8,8,8,8,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,1,1
268,17,0,33,2,11,21,9,8,4,276,0,26,2,24,16,28,14,8,10,1,8,9,8,8,8,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,1,1
268,17,0,33,2,11,21,9,5,21,293,1,28,3,23,18,21,18,10,10,1,9,8,9,6,8,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,1,1
268,17,0,33,2,11,21,9,9,5,277,0,25,2,60,20,0,20,0,0,1,9,8,8,8,8,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,1,1
268,17,0,33,2,11,21,9,20,17,289,0,28,4,20,30,10,20,0,20,1,10,9,8,6,8,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,1,1
268,17,0,33,2,11,21,9,3,2,274,1,24,3,30,10,20,20,10,10,1,8,9,9,8,9,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,1,1
268,17,0,33,2,11,21,9,19,16,288,0,27,2,20,20,15,25,10,10,1,5,5,6,5,6,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,1,1
279,7,1,14,2,11,21,9,4,17,268,0,24,3,30,20,20,10,15,5,1,9.5,9,9,8,9,25,10,2,7,1,3,4,2,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7,1,1
279,7,1,14,2,11,21,2,18,19,270,0,23,4,16,16,19,17,14,18,1,6,6,6,5,6,25,10,2,7,1,3,4,2,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7,1,1
279,7,1,14,2,11,21,20,15,18,269,1,24,2,20,10,30,15,15,10,1,8,7,8,6,8,25,10,2,7,1,3,4,2,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7,1,1
279,7,1,14,2,11,21,15,10,13,264,1,26,2,15,15,25,20,5,20,1,7,8,8,8,7,25,10,2,7,1,3,4,2,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7,1,1
279,7,1,14,2,11,21,7,2,5,256,0,24,4,15,25,20,20,10,10,1,8,7,7,6,8,25,10,2,7,1,3,4,2,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7,1,1
313,6,1,12,2,12,14,2,9,11,303,1,33,2,20,25,25,10,15,5,1,7,8,8,8,8,27,8,2,2,3,1,4,1,6,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,6,1,1
364,4,1,8,2,14,20,11,1,11,351,0,35,4,15,15,30,15,15,10,1,8,8,8,8,8,27,8,3,6,2,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,1,1
364,4,1,8,2,14,20,12,2,12,352,0,29,6,20,20,20,10,10,20,1,8,9,8,8,9,27,8,3,6,2,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,1,1
364,4,1,8,2,14,20,17,7,5,345,0,24,2,10,20,27,23,15,5,1,6,8,8,10,8,27,8,3,6,2,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,1,1
364,4,1,8,2,14,20,1,11,20,360,0,24,6,20,30,10,10,10,20,1,6,8,7,7,8,27,8,3,6,2,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,1,1
364,4,1,8,2,14,20,9,19,4,344,1,26,3,15,15,15,20,20,15,1,9,9,9,9,7,27,8,3,6,2,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,1,1
364,4,1,8,2,14,20,19,9,14,354,0,22,2,20,10,20,20,20,10,1,7,10,8,8,6,27,8,3,6,2,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,1,1
371,11,1,22,2,14,20,1,20,20,360,0,24,6,20,30,10,10,10,20,1,8,7,6,6,9,27,8,2,3,1,5,7,1,9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,1,1
371,11,1,22,2,14,20,7,6,9,349,1,33,2,25,20,10,20,20,5,1,7,8,7,8,7,27,8,2,3,1,5,7,1,9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,1,1
371,11,1,22,2,14,20,19,18,14,354,1,22,2,20,10,20,20,20,10,1,9,10,10,10,9,27,8,2,3,1,5,7,1,9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,1,1
371,11,1,22,2,14,20,5,4,1,341,0,23,4,20,20,20,20,20,0,1,6,5,6,5,5,27,8,2,3,1,5,7,1,9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,1,1
377,17,1,34,2,14,20,13,5,13,353,1,25,4,15,10,25,25,10,15,0,4,5,7,4,4,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,18,10,18,358,1,26,4,20,10,25,25,10,10,0,7,8,8,7,7,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,1,0
377,17,1,34,2,14,20,3,15,10,350,0,31,2,12,25,25,8,15,15,0,5,5,6,4,3,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,17,9,5,345,0,24,2,10,20,27,23,15,5,0,5,10,8,5,5,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,6,18,17,357,1,27,4,15,20,20,20,20,5,0,5,7,7,0,4,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,1,0
377,17,1,34,2,14,20,16,8,8,348,1,21,4,15,25,15,15,15,15,1,8,8,8,8,7,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,7,19,9,349,0,33,2,25,20,10,20,20,5,0,5,7,7,4,5,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,1,0
377,17,1,34,2,14,20,5,17,1,341,1,23,4,20,20,20,20,20,0,0,6,6,6,6,4,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,1,13,20,360,0,24,6,20,30,10,10,10,20,1,7,6,5,5,7,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,11,3,11,351,1,35,4,15,15,30,15,15,10,0,5,6,7,5,5,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,12,4,12,352,0,29,6,20,20,20,10,10,20,0,6,5,6,5,5,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,19,11,14,354,0,22,2,20,10,20,20,20,10,0,2,8,10,4,4,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,20,12,15,355,0,24,2,50,20,10,5,10,5,0,6,7,8,9,4,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,14,6,7,347,0,26,1,30,5,10,20,30,5,0,8,4,7,5,4,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,2,14,2,342,0,33,3,40,15,25,5,15,0,0,5,6,6,4,5,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,0,0
377,17,1,34,2,14,20,9,1,4,344,0,26,3,15,15,15,20,20,15,1,6,7,7,7,7,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,1,1
388,10,0,19,2,15,19,9,19,14,410,1,27,2,20,20,20,20,10,10,0,5,2,3,4,1,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,9,15,411,1,34,2,35,15,15,25,10,0,0,8,5,6,6,6,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,5,11,407,1,24,2,30,15,15,15,15,10,1,8,7,6,8,6,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,15,5,401,1,31,2,35,0,25,20,0,20,0,4,5,6,6,5,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,6,1,397,1,24,2,20,21,21,22,6,10,1,9,9,9,8,8,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,4,9,405,0,30,1,30,25,20,15,5,5,0,8,9,9,9,3,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,2,6,402,0,29,4,25,20,15,25,10,5,1,7,7,5,7,6,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,7,17,413,1,26,2,10,10,30,30,5,15,0,7,7,6,6,7,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,8,16,412,1,27,2,75,5,5,5,5,5,0,7,6,5,8,7,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,11,10,406,0,27,4,20,20,20,20,20,0,1,7,7,7,8,7,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,17,18,414,1,29,2,95,1,1,1,1,1,1,10,10,10,10,9,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,12,8,404,1,23,2,25,14,25,25,3,8,1,9,7,8,8,9,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,13,13,409,1,23,2,20,15,20,20,10,15,0,7,6,7,5,6,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,3,12,408,0,24,3,20,10,20,20,10,20,0,5,5,5,5,2,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,16,2,398,1,29,2,45,10,10,30,0,5,0,6,7,7,7,6,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,10,19,415,1,31,2,10,20,40,10,10,10,1,5,5,5,5,5,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,0,0
388,10,0,19,2,15,19,9,1,3,399,1,29,2,25,10,20,20,10,15,1,7,10,9,8,9,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,1,1
403,7,1,14,2,15,18,7,11,1,379,1,38,2,15,15,20,15,15,20,0,6,9,9,6,7,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,1,0
403,7,1,14,2,15,18,15,1,14,392,1,26,2,15,20,15,30,10,10,0,2,10,8,7,5,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,0,0
403,7,1,14,2,15,18,14,18,8,386,1,26,2,15,10,30,10,15,20,0,7,8,8,7,6,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,1,0
403,7,1,14,2,15,18,11,15,17,395,1,33,2,20,20,20,10,10,20,0,5,8,8,8,7,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,1,0
403,7,1,14,2,15,18,1,5,16,394,1,24,2,18,19,16,15,15,17,0,3,5,6,6,4,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,0,0
403,7,1,14,2,15,18,16,2,6,384,1,23,2,20,20,20,20,20,0,0,4,10,9,4,4,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,1,0
403,7,1,14,2,15,18,6,10,18,396,0,25,4,15,18,18,18,15,16,0,5,9,8,6,6,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,1,0
403,7,1,14,2,15,18,12,16,7,385,1,25,2,25,20,20,20,10,5,0,4,10,10,4,5,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,1,0
403,7,1,14,2,15,18,10,14,13,391,1,28,2,35,0,35,10,10,10,0,5,5,5,3,4,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,0,0
403,7,1,14,2,15,18,4,8,2,380,0,33,1,20,20,20,15,15,10,1,4,7,7,7,6,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,0,0
403,7,1,14,2,15,18,13,17,9,387,1,25,2,20,15,25,15,15,10,0,6,8,8,7,6,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,1,0
403,7,1,14,2,15,18,2,6,11,389,1,21,2,20,30,20,20,0,10,0,6,10,10,3,5,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,1,0
403,7,1,14,2,15,18,5,9,3,381,1,24,2,20,10,20,35,5,10,0,6,8,8,7,6,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,1,0
403,7,1,14,2,15,18,9,13,10,388,1,24,2,22,17,15,15,15,16,0,5,8,8,7,4,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,0,0
403,7,1,14,2,15,18,17,3,4,382,1,28,2,25,25,25,10,10,5,0,5,8,8,8,5,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,0,0
403,7,1,14,2,15,18,18,4,12,390,0,30,4,10,20,20,10,10,30,1,6,10,10,6,6,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,0,0
403,7,1,14,2,15,18,3,7,15,393,1,22,2,8,20,25,25,12,10,1,7,9,7,7,7,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,1,1
434,5,0,9,2,17,14,4,11,10,449,0,23,6,55,2,1,40,1,1,1,9,9,7,8,8,27,11,2,2,2,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3,0,0
434,5,0,9,2,17,14,4,9,4,443,0,27,3,30,25,10,20,0,15,1,8,8,8,6,6,27,11,2,2,2,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3,0,0
434,5,0,9,2,17,14,4,10,13,452,0,29,4,35,30,25,5,0,5,1,7,6,7,7,7,27,11,2,2,2,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3,0,0
